time,target_idx,range_m,azimuth_deg,deg_error
0.01,2,400.0000,359.9141,-0.1000
0.01,4,899.9971,0.0127,0.0000
0.02,2,400.0000,359.8281,-0.1000
0.02,4,899.9883,0.0255,0.1000
0.03,2,400.0000,359.7422,-0.1000
0.03,4,899.9736,0.0382,0.2000
0.04,2,400.0000,359.6562,-0.1000
0.04,4,899.9530,0.0509,0.3000
0.05,2,400.0000,359.5703,-0.1000
0.05,4,899.9266,0.0636,0.4000
0.06,2,400.0000,359.4843,-0.1000
0.06,4,899.8943,0.0763,0.5000
0.07,2,400.0000,359.3984,-0.1000
0.07,4,899.8562,0.0891,0.6000
0.08,2,400.0000,359.3125,-0.1000
0.08,4,899.8122,0.1018,0.7000
0.09,2,400.0000,359.2265,-0.1000
0.09,4,899.7623,0.1144,0.8000
0.1,2,400.0000,359.1406,-0.1000
0.1,4,899.7066,0.1271,0.8000
0.11,2,400.0000,359.0546,-0.1000
0.11,4,899.6449,0.1398,0.9000
0.12,2,400.0000,358.9687,-0.2000
0.12,4,899.5775,0.1524,1.0000
0.13,2,400.0000,358.8827,-0.2000
0.13,4,899.5041,0.1651,1.1000
0.14,2,400.0000,358.7968,-0.2000
0.14,4,899.4249,0.1777,1.2000
0.15,2,400.0000,358.7108,-0.2000
0.15,4,899.3399,0.1903,1.3000
0.16,2,400.0000,358.6249,-0.2000
0.16,4,899.2490,0.2028,1.4000
0.17,2,400.0000,358.5390,-0.2000
0.17,4,899.1522,0.2154,1.5000
0.18,2,400.0000,358.4530,-0.2000
0.18,4,899.0496,0.2279,1.6000
0.19,2,400.0000,358.3671,-0.2000
0.19,4,898.9411,0.2405,1.7000
0.2,2,400.0000,358.2811,-0.2000
0.2,4,898.8267,0.2529,1.8000
0.21,2,400.0000,358.1952,-0.2000
0.21,4,898.7066,0.2654,1.9000
0.22,2,400.0000,358.1092,-0.2000
0.22,4,898.5805,0.2778,2.0000
0.23,2,400.0000,358.0233,-0.2000
0.23,4,898.4487,0.2903,2.1000
0.24,2,400.0000,357.9374,-0.2000
0.24,4,898.3110,0.3026,2.1000
0.25,2,400.0000,357.8514,-0.2000
0.25,4,898.1674,0.3150,2.2000
0.26,2,400.0000,357.7655,-0.2000
0.26,4,898.0180,0.3273,2.3000
0.27,2,400.0000,357.6795,-0.2000
0.27,4,897.8628,0.3396,2.4000
0.28,2,400.0000,357.5936,-0.2000
0.28,4,897.7018,0.3518,2.5000
0.29,2,400.0000,357.5076,-0.3000
0.29,4,897.5349,0.3640,2.6000
0.3,2,400.0000,357.4217,-0.3000
0.3,4,897.3622,0.3762,2.7000
0.31,2,400.0000,357.3357,-0.3000
0.31,4,897.1836,0.3884,2.8000
0.32,2,400.0000,357.2498,-0.3000
0.32,4,896.9993,0.4005,2.9000
0.33,2,400.0000,357.1639,-0.3000
0.33,4,896.8091,0.4125,3.0000
0.34,2,400.0000,357.0779,-0.3000
0.34,4,896.6132,0.4245,3.1000
0.35,2,400.0000,356.9920,-0.3000
0.35,4,896.4114,0.4365,3.2000
0.36,2,400.0000,356.9060,-0.3000
0.36,4,896.2038,0.4484,3.2000
0.37,2,400.0000,356.8201,-0.3000
0.37,4,895.9904,0.4603,3.3000
0.38,2,400.0000,356.7341,-0.3000
0.38,4,895.7712,0.4721,3.4000
0.39,2,400.0000,356.6482,-0.3000
0.39,4,895.5463,0.4839,3.5000
0.4,2,400.0000,356.5623,-0.3000
0.4,4,895.3155,0.4956,3.6000
0.41,2,400.0000,356.4763,-0.3000
0.41,4,895.0790,0.5073,3.7000
0.42,2,400.0000,356.3904,-0.3000
0.42,4,894.8366,0.5190,3.8000
0.43,2,400.0000,356.3044,-0.3000
0.43,4,894.5885,0.5305,3.9000
0.44,2,400.0000,356.2185,-0.3000
0.44,4,894.3347,0.5420,4.0000
0.45,2,400.0000,356.1325,-0.3000
0.45,4,894.0750,0.5535,4.1000
0.46,2,400.0000,356.0466,-0.4000
0.46,4,893.8096,0.5649,4.2000
0.47,2,400.0000,355.9606,-0.4000
0.47,4,893.5385,0.5763,4.3000
0.48,2,400.0000,355.8747,-0.4000
0.48,4,893.2616,0.5875,4.3000
0.49,2,400.0000,355.7888,-0.4000
0.49,4,892.9789,0.5988,4.4000
0.5,2,400.0000,355.7028,-0.4000
0.5,4,892.6905,0.6099,4.5000
0.51,2,400.0000,355.6169,-0.4000
0.51,4,892.3964,0.6210,4.6000
0.52,2,400.0000,355.5309,-0.4000
0.52,4,892.0965,0.6320,4.7000
0.53,2,400.0000,355.4450,-0.4000
0.53,4,891.7909,0.6430,4.8000
0.54,2,400.0000,355.3590,-0.4000
0.54,4,891.4796,0.6539,4.9000
0.55,2,400.0000,355.2731,-0.4000
0.55,4,891.1626,0.6647,5.0000
0.56,2,400.0000,355.1872,-0.4000
0.57,2,400.0000,355.1012,-0.4000
0.58,2,400.0000,355.0153,-0.4000
0.59,2,400.0000,354.9293,-0.4000
0.6,2,400.0000,354.8434,-0.4000
0.61,2,400.0000,354.7574,-0.4000
0.62,2,400.0000,354.6715,-0.4000
0.63,2,400.0000,354.5855,-0.5000
0.64,2,400.0000,354.4996,-0.5000
0.65,2,400.0000,354.4137,-0.5000
0.66,2,400.0000,354.3277,-0.5000
0.67,2,400.0000,354.2418,-0.5000
0.68,2,400.0000,354.1558,-0.5000
0.69,2,400.0000,354.0699,-0.5000
0.7,2,400.0000,353.9839,-0.5000
0.71,2,400.0000,353.8980,-0.5000
0.72,2,400.0000,353.8121,-0.5000
0.73,2,400.0000,353.7261,-0.5000
0.74,2,400.0000,353.6402,-0.5000
0.75,2,400.0000,353.5542,-0.5000
0.76,2,400.0000,353.4683,-0.5000
0.77,2,400.0000,353.3823,-0.5000
0.78,2,400.0000,353.2964,-0.5000
0.79,2,400.0000,353.2105,-0.5000
0.8,2,400.0000,353.1245,-0.6000
0.81,2,400.0000,353.0386,-0.6000
0.82,2,400.0000,352.9526,-0.6000
0.83,2,400.0000,352.8667,-0.6000
0.84,2,400.0000,352.7807,-0.6000
0.85,2,400.0000,352.6948,-0.6000
0.86,2,400.0000,352.6088,-0.6000
0.87,2,400.0000,352.5229,-0.6000
0.88,2,400.0000,352.4370,-0.6000
0.89,2,400.0000,352.3510,-0.6000
0.9,2,400.0000,352.2651,-0.6000
0.91,2,400.0000,352.1791,-0.6000
0.92,2,400.0000,352.0932,-0.6000
0.93,2,400.0000,352.0072,-0.6000
0.94,2,400.0000,351.9213,-0.6000
0.95,2,400.0000,351.8354,-0.6000
0.96,2,400.0000,351.7494,-0.7000
0.97,2,400.0000,351.6635,-0.7000
0.98,2,400.0000,351.5775,-0.7000
0.99,2,400.0000,351.4916,-0.7000
1,2,400.0000,351.4056,-0.7000
1.01,2,400.0000,351.3197,-0.7000
1.02,2,400.0000,351.2337,-0.7000
1.03,2,400.0000,351.1478,-0.7000
1.04,2,400.0000,351.0619,-0.7000
1.05,2,400.0000,350.9759,-0.7000
1.06,2,400.0000,350.8900,-0.7000
1.07,2,400.0000,350.8040,-0.7000
1.08,2,400.0000,350.7181,-0.7000
1.09,2,400.0000,350.6321,-0.7000
1.1,2,400.0000,350.5462,-0.7000
1.11,2,400.0000,350.4603,-0.7000
1.12,2,400.0000,350.3743,-0.7000
1.13,2,400.0000,350.2884,-0.8000
1.14,2,400.0000,350.2024,-0.8000
1.15,2,400.0000,350.1165,-0.8000
1.16,2,400.0000,350.0305,-0.8000
1.17,2,400.0000,349.9446,-0.8000
1.18,2,400.0000,349.8586,-0.8000
1.19,2,400.0000,349.7727,-0.8000
1.2,2,400.0000,349.6868,-0.8000
1.21,2,400.0000,349.6008,-0.8000
1.22,2,400.0000,349.5149,-0.8000
1.23,2,400.0000,349.4289,-0.8000
1.24,2,400.0000,349.3430,-0.8000
1.25,2,400.0000,349.2570,-0.8000
1.26,2,400.0000,349.1711,-0.8000
1.27,2,400.0000,349.0852,-0.8000
1.28,2,400.0000,348.9992,-0.8000
1.29,2,400.0000,348.9133,-0.8000
1.3,2,400.0000,348.8273,-0.9000
1.31,2,400.0000,348.7414,-0.9000
1.32,2,400.0000,348.6554,-0.9000
1.33,2,400.0000,348.5695,-0.9000
1.34,2,400.0000,348.4835,-0.9000
1.35,2,400.0000,348.3976,-0.9000
1.36,2,400.0000,348.3117,-0.9000
1.37,2,400.0000,348.2257,-0.9000
1.38,2,400.0000,348.1398,-0.9000
1.39,2,400.0000,348.0538,-0.9000
1.4,2,400.0000,347.9679,-0.9000
1.41,2,400.0000,347.8819,-0.9000
1.42,2,400.0000,347.7960,-0.9000
1.43,2,400.0000,347.7101,-0.9000
1.44,2,400.0000,347.6241,-0.9000
1.45,2,400.0000,347.5382,-0.9000
1.46,2,400.0000,347.4522,-0.9000
1.47,2,400.0000,347.3663,-1.0000
1.48,2,400.0000,347.2803,-1.0000
1.49,2,400.0000,347.1944,-1.0000
1.5,2,400.0000,347.1084,-1.0000
1.51,2,400.0000,347.0225,-1.0000
1.52,2,400.0000,346.9366,-1.0000
1.53,2,400.0000,346.8506,-1.0000
1.54,2,400.0000,346.7647,-1.0000
1.55,2,400.0000,346.6787,-1.0000
1.56,2,400.0000,346.5928,-1.0000
1.57,2,400.0000,346.5068,-1.0000
1.58,2,400.0000,346.4209,-1.0000
1.59,2,400.0000,346.3350,-1.0000
1.6,2,400.0000,346.2490,-1.0000
1.61,2,400.0000,346.1631,-1.0000
1.62,2,400.0000,346.0771,-1.0000
1.63,2,400.0000,345.9912,-1.0000
1.64,2,400.0000,345.9052,-1.1000
1.65,2,400.0000,345.8193,-1.1000
1.66,2,400.0000,345.7334,-1.1000
1.67,2,400.0000,345.6474,-1.1000
1.68,2,400.0000,345.5615,-1.1000
1.69,2,400.0000,345.4755,-1.1000
1.7,2,400.0000,345.3896,-1.1000
1.71,2,400.0000,345.3036,-1.1000
1.72,2,400.0000,345.2177,-1.1000
1.73,2,400.0000,345.1317,-1.1000
1.74,2,400.0000,345.0458,-1.1000
1.75,2,400.0000,344.9599,-1.1000
1.76,2,400.0000,344.8739,-1.1000
1.77,2,400.0000,344.7880,-1.1000
1.78,2,400.0000,344.7020,-1.1000
1.79,2,400.0000,344.6161,-1.1000
1.8,2,400.0000,344.5301,-1.1000
1.81,2,400.0000,344.4442,-1.2000
1.82,2,400.0000,344.3583,-1.2000
1.83,2,400.0000,344.2723,-1.2000
1.84,2,400.0000,344.1864,-1.2000
1.85,2,400.0000,344.1004,-1.2000
1.86,2,400.0000,344.0145,-1.2000
1.87,2,400.0000,343.9285,-1.2000
1.88,2,400.0000,343.8426,-1.2000
1.89,2,400.0000,343.7566,-1.2000
1.9,2,400.0000,343.6707,-1.2000
1.91,2,400.0000,343.5848,-1.2000
1.92,2,400.0000,343.4988,-1.2000
1.93,2,400.0000,343.4129,-1.2000
1.94,2,400.0000,343.3269,-1.2000
1.95,2,400.0000,343.2410,-1.2000
1.96,2,400.0000,343.1550,-1.2000
1.97,2,400.0000,343.0691,-1.3000
1.98,2,400.0000,342.9832,-1.3000
1.99,2,400.0000,342.8972,-1.3000
2,2,400.0000,342.8113,-1.3000
2.01,2,400.0000,342.7253,-1.3000
2.02,2,400.0000,342.6394,-1.3000
2.03,2,400.0000,342.5534,-1.3000
2.04,2,400.0000,342.4675,-1.3000
2.05,2,400.0000,342.3815,-1.3000
2.06,2,400.0000,342.2956,-1.3000
2.07,2,400.0000,342.2097,-1.3000
2.08,2,400.0000,342.1237,-1.3000
2.09,2,400.0000,342.0378,-1.3000
2.1,2,400.0000,341.9518,-1.3000
2.11,2,400.0000,341.8659,-1.3000
2.12,2,400.0000,341.7799,-1.3000
2.13,2,400.0000,341.6940,-1.3000
2.14,2,400.0000,341.6081,-1.4000
2.15,2,400.0000,341.5221,-1.4000
2.16,2,400.0000,341.4362,-1.4000
2.17,2,400.0000,341.3502,-1.4000
2.18,2,400.0000,341.2643,-1.4000
2.19,2,400.0000,341.1783,-1.4000
2.2,2,400.0000,341.0924,-1.4000
2.21,2,400.0000,341.0064,-1.4000
2.22,2,400.0000,340.9205,-1.4000
2.23,2,400.0000,340.8346,-1.4000
2.24,2,400.0000,340.7486,-1.4000
2.25,2,400.0000,340.6627,-1.4000
2.26,2,400.0000,340.5767,-1.4000
2.27,2,400.0000,340.4908,-1.4000
2.28,2,400.0000,340.4048,-1.4000
2.29,2,400.0000,340.3189,-1.4000
2.3,2,400.0000,340.2330,-1.4000
2.31,2,400.0000,340.1470,-1.5000
2.32,2,400.0000,340.0611,-1.5000
2.33,2,400.0000,339.9751,-1.5000
2.34,2,400.0000,339.8892,-1.5000
2.35,2,400.0000,339.8032,-1.5000
2.36,2,400.0000,339.7173,-1.5000
2.37,2,400.0000,339.6314,-1.5000
2.38,2,400.0000,339.5454,-1.5000
2.39,2,400.0000,339.4595,-1.5000
2.4,2,400.0000,339.3735,-1.5000
2.41,2,400.0000,339.2876,-1.5000
2.42,2,400.0000,339.2016,-1.5000
2.43,2,400.0000,339.1157,-1.5000
2.43,5,308.3993,345.6195,5.0000
2.44,2,400.0000,339.0297,-1.5000
2.44,5,307.7439,345.3972,4.8000
2.45,2,400.0000,338.9438,-1.5000
2.45,5,307.0901,345.1741,4.7000
2.46,2,400.0000,338.8579,-1.5000
2.46,5,306.4382,344.9504,4.6000
2.47,2,400.0000,338.7719,-1.5000
2.47,5,305.7880,344.7259,4.4000
2.48,2,400.0000,338.6860,-1.6000
2.48,5,305.1396,344.5006,4.3000
2.49,2,400.0000,338.6000,-1.6000
2.49,5,304.4931,344.2746,4.1000
2.5,2,400.0000,338.5141,-1.6000
2.5,5,303.8483,344.0478,4.0000
2.51,2,400.0000,338.4281,-1.6000
2.51,5,303.2055,343.8203,3.8000
2.52,2,400.0000,338.3422,-1.6000
2.52,5,302.5645,343.5921,3.7000
2.53,2,400.0000,338.2563,-1.6000
2.53,5,301.9255,343.3630,3.5000
2.54,2,400.0000,338.1703,-1.6000
2.54,5,301.2884,343.1333,3.4000
2.55,2,400.0000,338.0844,-1.6000
2.55,5,300.6532,342.9027,3.2000
2.56,2,400.0000,337.9984,-1.6000
2.56,5,300.0200,342.6714,3.1000
2.57,2,400.0000,337.9125,-1.6000
2.57,5,299.3888,342.4393,2.9000
2.58,2,400.0000,337.8265,-1.6000
2.58,5,298.7596,342.2065,2.8000
2.59,2,400.0000,337.7406,-1.6000
2.59,5,298.1324,341.9729,2.6000
2.6,2,400.0000,337.6546,-1.6000
2.6,5,297.5073,341.7385,2.5000
2.61,2,400.0000,337.5687,-1.6000
2.61,5,296.8843,341.5033,2.3000
2.62,2,400.0000,337.4828,-1.6000
2.62,5,296.2634,341.2673,2.1000
2.63,2,400.0000,337.3968,-1.6000
2.63,5,295.6446,341.0306,2.0000
2.64,2,400.0000,337.3109,-1.6000
2.64,5,295.0279,340.7931,1.8000
2.65,2,400.0000,337.2249,-1.7000
2.65,5,294.4135,340.5548,1.7000
2.66,2,400.0000,337.1390,-1.7000
2.66,5,293.8012,340.3157,1.5000
2.67,2,400.0000,337.0530,-1.7000
2.67,5,293.1911,340.0758,1.4000
2.68,2,400.0000,336.9671,-1.7000
2.68,5,292.5832,339.8351,1.2000
2.69,2,400.0000,336.8812,-1.7000
2.69,5,291.9776,339.5937,1.0000
2.7,2,400.0000,336.7952,-1.7000
2.7,5,291.3743,339.3514,0.9000
2.71,2,400.0000,336.7093,-1.7000
2.71,5,290.7733,339.1083,0.7000
2.72,2,400.0000,336.6233,-1.7000
2.72,5,290.1746,338.8645,0.5000
2.73,2,400.0000,336.5374,-1.7000
2.73,5,289.5782,338.6198,0.4000
2.74,2,400.0000,336.4514,-1.7000
2.74,5,288.9842,338.3743,0.2000
2.75,2,400.0000,336.3655,-1.7000
2.75,5,288.3926,338.1280,0.0000
2.76,2,400.0000,336.2795,-1.7000
2.76,5,287.8034,337.8809,-0.1000
2.77,2,400.0000,336.1936,-1.7000
2.77,5,287.2167,337.6330,-0.3000
2.78,2,400.0000,336.1077,-1.7000
2.78,5,286.6324,337.3843,-0.5000
2.79,2,400.0000,336.0217,-1.7000
2.79,5,286.0506,337.1348,-0.6000
2.8,2,400.0000,335.9358,-1.7000
2.8,5,285.4713,336.8845,-0.8000
2.81,2,400.0000,335.8498,-1.8000
2.81,5,284.8946,336.6333,-1.0000
2.82,2,400.0000,335.7639,-1.8000
2.82,5,284.3204,336.3814,-1.1000
2.83,2,400.0000,335.6779,-1.8000
2.83,5,283.7487,336.1286,-1.3000
2.84,2,400.0000,335.5920,-1.8000
2.84,5,283.1797,335.8750,-1.5000
2.85,2,400.0000,335.5061,-1.8000
2.85,5,282.6133,335.6206,-1.7000
2.86,2,400.0000,335.4201,-1.8000
2.86,5,282.0496,335.3653,-1.8000
2.87,2,400.0000,335.3342,-1.8000
2.87,5,281.4885,335.1093,-2.0000
2.88,2,400.0000,335.2482,-1.8000
2.88,5,280.9301,334.8524,-2.2000
2.89,2,400.0000,335.1623,-1.8000
2.89,5,280.3744,334.5947,-2.4000
2.9,2,400.0000,335.0763,-1.8000
2.9,5,279.8215,334.3361,-2.5000
2.91,2,400.0000,334.9904,-1.8000
2.91,5,279.2714,334.0768,-2.7000
2.92,2,400.0000,334.9044,-1.8000
2.92,5,278.7240,333.8166,-2.9000
2.93,2,400.0000,334.8185,-1.8000
2.93,5,278.1795,333.5556,-3.1000
2.94,2,400.0000,334.7326,-1.8000
2.94,5,277.6378,333.2937,-3.3000
2.95,2,400.0000,334.6466,-1.8000
2.95,5,277.0989,333.0311,-3.4000
2.96,2,400.0000,334.5607,-1.8000
2.96,5,276.5630,332.7676,-3.6000
2.97,2,400.0000,334.4747,-1.8000
2.97,5,276.0299,332.5032,-3.8000
2.98,2,400.0000,334.3888,-1.9000
2.98,5,275.4998,332.2381,-4.0000
2.99,2,400.0000,334.3028,-1.9000
2.99,5,274.9727,331.9721,-4.2000
3,2,400.0000,334.2169,-1.9000
3,5,274.4485,331.7053,-4.4000
3.01,2,400.0000,334.1310,-1.9000
3.01,5,273.9274,331.4376,-4.6000
3.02,2,400.0000,334.0450,-1.9000
3.02,5,273.4093,331.1692,-4.8000
3.03,2,400.0000,333.9591,-1.9000
3.03,5,272.8943,330.8999,-4.9000
3.04,2,400.0000,333.8731,-1.9000
3.05,2,400.0000,333.7872,-1.9000
3.06,2,400.0000,333.7012,-1.9000
3.07,2,400.0000,333.6153,-1.9000
3.08,2,400.0000,333.5293,-1.9000
3.09,2,400.0000,333.4434,-1.9000
3.1,2,400.0000,333.3575,-1.9000
3.11,2,400.0000,333.2715,-1.9000
3.12,2,400.0000,333.1856,-1.9000
3.13,2,400.0000,333.0996,-1.9000
3.14,2,400.0000,333.0137,-1.9000
3.15,2,400.0000,332.9277,-2.0000
3.16,2,400.0000,332.8418,-2.0000
3.17,2,400.0000,332.7559,-2.0000
3.18,2,400.0000,332.6699,-2.0000
3.19,2,400.0000,332.5840,-2.0000
3.2,2,400.0000,332.4980,-2.0000
3.21,2,400.0000,332.4121,-2.0000
3.22,2,400.0000,332.3261,-2.0000
3.23,2,400.0000,332.2402,-2.0000
3.24,2,400.0000,332.1543,-2.0000
3.25,2,400.0000,332.0683,-2.0000
3.26,2,400.0000,331.9824,-2.0000
3.27,2,400.0000,331.8964,-2.0000
3.28,2,400.0000,331.8105,-2.0000
3.29,2,400.0000,331.7245,-2.0000
3.3,2,400.0000,331.6386,-2.0000
3.31,2,400.0000,331.5526,-2.0000
3.32,2,400.0000,331.4667,-2.1000
3.33,2,400.0000,331.3808,-2.1000
3.34,2,400.0000,331.2948,-2.1000
3.35,2,400.0000,331.2089,-2.1000
3.36,2,400.0000,331.1229,-2.1000
3.37,2,400.0000,331.0370,-2.1000
3.38,2,400.0000,330.9510,-2.1000
3.39,2,400.0000,330.8651,-2.1000
3.4,2,400.0000,330.7792,-2.1000
3.41,2,400.0000,330.6932,-2.1000
3.42,2,400.0000,330.6073,-2.1000
3.43,2,400.0000,330.5213,-2.1000
3.44,2,400.0000,330.4354,-2.1000
3.45,2,400.0000,330.3494,-2.1000
3.46,2,400.0000,330.2635,-2.1000
3.47,2,400.0000,330.1775,-2.1000
3.48,2,400.0000,330.0916,-2.1000
3.49,2,400.0000,330.0057,-2.2000
3.5,2,400.0000,329.9197,-2.2000
3.51,2,400.0000,329.8338,-2.2000
3.52,2,400.0000,329.7478,-2.2000
3.53,2,400.0000,329.6619,-2.2000
3.54,2,400.0000,329.5759,-2.2000
3.55,2,400.0000,329.4900,-2.2000
3.56,2,400.0000,329.4041,-2.2000
3.57,2,400.0000,329.3181,-2.2000
3.58,2,400.0000,329.2322,-2.2000
3.59,2,400.0000,329.1462,-2.2000
3.6,2,400.0000,329.0603,-2.2000
3.61,2,400.0000,328.9743,-2.2000
3.62,2,400.0000,328.8884,-2.2000
3.63,2,400.0000,328.8024,-2.2000
3.64,2,400.0000,328.7165,-2.2000
3.65,2,400.0000,328.6306,-2.2000
3.66,2,400.0000,328.5446,-2.3000
3.67,2,400.0000,328.4587,-2.3000
3.68,2,400.0000,328.3727,-2.3000
3.69,2,400.0000,328.2868,-2.3000
3.7,2,400.0000,328.2008,-2.3000
3.71,2,400.0000,328.1149,-2.3000
3.72,2,400.0000,328.0290,-2.3000
3.73,2,400.0000,327.9430,-2.3000
3.74,2,400.0000,327.8571,-2.3000
3.75,2,400.0000,327.7711,-2.3000
3.76,2,400.0000,327.6852,-2.3000
3.77,2,400.0000,327.5992,-2.3000
3.78,2,400.0000,327.5133,-2.3000
3.79,2,400.0000,327.4273,-2.3000
3.8,2,400.0000,327.3414,-2.3000
3.81,2,400.0000,327.2555,-2.3000
3.82,2,400.0000,327.1695,-2.4000
3.83,2,400.0000,327.0836,-2.4000
3.84,2,400.0000,326.9976,-2.4000
3.85,2,400.0000,326.9117,-2.4000
3.86,2,400.0000,326.8257,-2.4000
3.87,2,400.0000,326.7398,-2.4000
3.88,2,400.0000,326.6539,-2.4000
3.89,2,400.0000,326.5679,-2.4000
3.9,2,400.0000,326.4820,-2.4000
3.91,2,400.0000,326.3960,-2.4000
3.92,2,400.0000,326.3101,-2.4000
3.93,2,400.0000,326.2241,-2.4000
3.94,2,400.0000,326.1382,-2.4000
3.95,2,400.0000,326.0523,-2.4000
3.96,2,400.0000,325.9663,-2.4000
3.97,2,400.0000,325.8804,-2.4000
3.98,2,400.0000,325.7944,-2.4000
3.99,2,400.0000,325.7085,-2.5000
4,2,400.0000,325.6225,-2.5000
4.01,2,400.0000,325.5366,-2.5000
4.02,2,400.0000,325.4506,-2.5000
4.03,2,400.0000,325.3647,-2.5000
4.04,2,400.0000,325.2788,-2.5000
4.05,2,400.0000,325.1928,-2.5000
4.06,2,400.0000,325.1069,-2.5000
4.07,2,400.0000,325.0209,-2.5000
4.08,2,400.0000,324.9350,-2.5000
4.09,2,400.0000,324.8490,-2.5000
4.1,2,400.0000,324.7631,-2.5000
4.11,2,400.0000,324.6772,-2.5000
4.12,2,400.0000,324.5912,-2.5000
4.13,2,400.0000,324.5053,-2.5000
4.14,2,400.0000,324.4193,-2.5000
4.15,2,400.0000,324.3334,-2.5000
4.16,2,400.0000,324.2474,-2.6000
4.17,2,400.0000,324.1615,-2.6000
4.18,2,400.0000,324.0755,-2.6000
4.19,2,400.0000,323.9896,-2.6000
4.2,2,400.0000,323.9037,-2.6000
4.21,2,400.0000,323.8177,-2.6000
4.22,2,400.0000,323.7318,-2.6000
4.23,2,400.0000,323.6458,-2.6000
4.24,2,400.0000,323.5599,-2.6000
4.25,2,400.0000,323.4739,-2.6000
4.26,2,400.0000,323.3880,-2.6000
4.27,2,400.0000,323.3021,-2.6000
4.28,2,400.0000,323.2161,-2.6000
4.29,2,400.0000,323.1302,-2.6000
4.3,2,400.0000,323.0442,-2.6000
4.31,2,400.0000,322.9583,-2.6000
4.32,2,400.0000,322.8723,-2.6000
4.33,2,400.0000,322.7864,-2.7000
4.34,2,400.0000,322.7004,-2.7000
4.35,2,400.0000,322.6145,-2.7000
4.36,2,400.0000,322.5286,-2.7000
4.37,2,400.0000,322.4426,-2.7000
4.38,2,400.0000,322.3567,-2.7000
4.39,2,400.0000,322.2707,-2.7000
4.4,2,400.0000,322.1848,-2.7000
4.41,2,400.0000,322.0988,-2.7000
4.42,2,400.0000,322.0129,-2.7000
4.43,2,400.0000,321.9270,-2.7000
4.44,2,400.0000,321.8410,-2.7000
4.45,2,400.0000,321.7551,-2.7000
4.46,2,400.0000,321.6691,-2.7000
4.47,2,400.0000,321.5832,-2.7000
4.48,2,400.0000,321.4972,-2.7000
4.49,2,400.0000,321.4113,-2.7000
4.5,2,400.0000,321.3253,-2.8000
4.51,2,400.0000,321.2394,-2.8000
4.52,2,400.0000,321.1535,-2.8000
4.53,2,400.0000,321.0675,-2.8000
4.54,2,400.0000,320.9816,-2.8000
4.55,2,400.0000,320.8956,-2.8000
4.56,2,400.0000,320.8097,-2.8000
4.57,2,400.0000,320.7237,-2.8000
4.58,2,400.0000,320.6378,-2.8000
4.59,2,400.0000,320.5519,-2.8000
4.6,2,400.0000,320.4659,-2.8000
4.61,2,400.0000,320.3800,-2.8000
